0,11
0,18
0,43
1,14
1,19
1,36
1,42
1,44
1,78
2,28
2,51
3,7
3,37
3,46
4,10
4,15
4,41
5,9
5,15
5,42
6,2
6,10
6,11
6,14
6,15
6,16
6,18
6,24
6,45
7,3
7,12
7,15
7,17
7,19
7,21
7,25
7,45
7,46
8,2
8,3
8,7
8,11
8,12
8,14
8,15
8,17
8,19
8,25
8,43
8,45
8,46
8,73
8,97
8,101
10,4
10,16
11,0
11,6
11,20
11,41
11,43
11,78
11,83
12,1
12,7
12,42
12,44
12,78
12,83
13,2
14,9
14,11
14,20
14,21
14,41
14,42
15,2
15,3
15,5
15,6
15,7
15,10
15,20
15,42
16,6
16,41
17,9
17,44
17,52
18,2
19,1
19,3
19,21
20,11
22,24
24,6
24,16
24,18
24,20
24,22
25,23
26,0
26,48
26,59
26,73
26,83
26,125
27,1
27,9
27,78
27,126
28,2
28,18
28,26
28,29
28,31
28,32
28,34
28,38
28,45
28,48
28,73
28,75
28,76
28,79
28,80
28,100
28,102
28,113
28,130
29,2
29,3
29,8
29,19
29,27
29,28
29,30
29,33
29,35
29,39
29,47
29,74
29,75
29,76
29,101
29,103
29,112
30,2
30,3
30,18
30,28
30,31
30,32
30,37
30,38
30,39
30,43
30,79
30,80
30,123
30,125
30,126
31,3
31,8
31,19
31,29
31,30
31,33
31,36
31,38
31,39
31,44
31,73
31,79
31,80
31,124
31,126
31,129
32,2
32,3
32,18
32,19
32,28
32,31
32,33
32,34
32,36
32,38
33,2
33,3
33,18
33,19
33,26
33,29
33,30
33,32
33,35
33,37
33,39
33,73
34,8
34,12
34,13
34,26
34,28
34,31
34,39
34,47
34,48
34,50
34,52
34,56
34,61
34,66
34,73
34,74
34,125
34,128
34,130
35,11
35,12
35,13
35,19
35,27
35,29
35,30
35,38
35,40
35,47
35,49
35,51
35,55
35,65
35,66
35,73
35,126
35,127
35,128
35,129
36,37
36,39
37,3
37,36
37,38
38,2
38,36
38,37
38,39
38,80
39,2
39,3
39,36
39,37
39,125
40,30
40,31
42,7
42,15
42,25
43,2
43,41
44,1
44,36
44,42
45,14
45,15
45,20
45,21
45,46
46,3
46,6
46,7
46,14
46,15
46,20
46,21
47,9
48,10
48,47
48,63
48,78
48,83
49,65
49,78
49,123
50,60
50,66
50,78
50,124
51,65
51,78
52,66
52,72
52,78
53,49
53,55
53,59
53,119
54,50
54,56
54,60
54,66
55,49
55,53
55,57
55,61
55,123
56,50
56,58
56,62
56,72
56,122
56,124
57,51
57,63
57,65
57,69
57,129
58,52
58,64
58,66
58,70
58,130
62,66
62,78
62,124
63,69
64,52
64,58
64,70
65,49
65,51
65,101
66,3
66,50
66,52
66,62
66,88
66,102
67,49
67,59
67,61
67,78
67,81
68,50
68,62
68,78
68,82
69,0
69,2
69,51
69,61
69,63
69,78
70,52
70,62
70,64
70,78
70,126
71,0
71,8
71,11
71,18
71,26
71,43
71,45
71,48
71,63
71,73
71,78
71,83
71,84
71,85
71,88
71,89
71,116
71,117
71,118
71,125
71,129
72,1
72,12
72,14
72,19
72,27
72,44
72,47
72,64
72,71
72,74
72,78
72,83
72,84
72,85
72,88
72,89
72,90
72,116
72,117
72,118
72,126
72,130
73,8
73,9
73,10
73,26
73,48
73,49
73,59
73,65
73,78
73,79
73,92
73,127
73,129
74,9
74,27
74,47
74,50
74,66
74,78
74,80
74,92
74,128
74,130
75,3
75,49
75,50
75,51
75,52
75,61
75,68
75,69
75,125
76,3
76,49
76,50
76,51
76,52
76,60
76,67
76,68
76,70
76,123
76,124
76,126
77,10
78,11
78,60
78,61
78,62
78,63
78,64
78,69
78,70
78,74
78,129
79,8
79,11
79,18
79,75
79,100
79,101
79,102
79,103
80,8
80,12
80,36
80,75
80,100
80,101
80,102
80,103
81,2
81,18
81,49
81,51
81,53
81,57
81,59
81,63
81,69
81,78
81,119
81,121
82,52
82,54
82,58
82,60
82,64
82,70
82,78
82,120
82,122
82,126
83,0
83,1
83,18
83,36
83,37
83,42
83,44
84,52
84,71
84,72
85,71
85,75
85,118
86,50
86,51
86,55
86,56
86,57
86,65
86,68
86,71
86,72
86,85
86,89
86,90
86,91
86,118
86,128
86,129
86,130
87,52
87,56
87,58
87,65
87,66
87,67
87,71
87,72
87,88
87,90
87,119
87,123
87,127
87,130
88,55
88,56
88,61
88,62
88,65
88,66
88,71
88,72
88,79
88,80
88,84
88,89
88,96
88,124
89,13
89,55
89,56
89,61
89,66
89,71
89,72
89,79
89,80
89,85
89,88
89,96
89,97
89,98
89,124
89,126
90,49
90,53
90,55
90,56
90,65
90,70
90,71
90,72
90,84
90,87
90,122
90,127
90,130
91,50
91,54
91,55
91,56
91,66
91,69
91,71
91,72
91,85
91,86
91,120
91,128
91,129
92,60
92,77
92,112
92,113
92,120
93,56
93,59
93,60
93,62
93,63
93,64
93,65
93,119
93,121
94,55
94,59
94,60
94,61
94,63
94,64
94,66
94,70
94,78
94,99
94,120
94,121
94,122
95,61
95,62
95,63
95,64
95,78
95,85
95,114
95,115
95,121
95,122
96,88
96,101
97,75
97,79
97,80
97,102
98,50
98,51
99,49
99,52
99,68
100,8
100,85
100,114
101,65
101,72
101,79
101,84
101,115
102,79
102,80
102,113
103,79
103,80
103,112
104,50
104,71
104,72
104,124
105,49
105,72
106,51
106,72
106,85
106,123
107,52
107,84
107,124
107,126
108,69
